term,en,pl
Examine/LockedBoxFifiSuccess2/Section ds3,...,...
Examine/LockedBoxFifiSuccess2/Section ds4,"Yeah, it's built on top of a little metal box...","Tak, jest zbudowany na małym metalowym pudełku..."
Examine/LockedBoxFifiSuccess2/Section ds5,...,...
Examine/LockedBoxFitzDone/Section ds1,We already solved it.,Już to rozwiązaliśmy.
Examine/LockedBoxFitzExamine/Section ds0,Hello...,Witaj...
Examine/LockedBoxFitzExamine/Section ds1,"Doesn't need to be. 
It's locked.","Nie musi być. 
Jest zamknięte."
Examine/LockedBoxFitzExamine/Section ds1 Choice 1,Look closer.,Przyjrzyj się bliżej.
Examine/LockedBoxFitzExamine/Section ds1 Choice 2,Leave it alone.,Zostaw to w spokoju.
Examine/LockedBoxFitzExamine/Section ds5,"Not hidden very well, is it?","Niezbyt dobrze ukryte, prawda?"
Examine/LockedBoxFitzFailed1/Section ds0,Nothing.,Nic.
Examine/LockedBoxFitzFailed1/Section ds2,"Maybe if you move the paper around, you'll find a clue?","Może jeśli poruszysz papierem, znajdziesz trop?"
Examine/LockedBoxFitzFailed2/Section ds0,Still locked.,Wciąż zamknięte.
Examine/LockedBoxFitzFailed2/Section ds1,I think the lines drawn on the paper correspond with the shapes on the combination lock.,"Myślę, że linie narysowane na papierze odpowiadają kształtom na zamku szyfrowym."
Examine/LockedBoxFitzFailed3/Section ds0,That... was incorrect.,To... było niepoprawne.
Examine/LockedBoxFitzFailed3/Section ds1,Looks like there are four ways the various bits of paper can fit together...,"Wygląda, że są cztery sposoby, żeby połączyć te kawałki papieru..."
Examine/LockedBoxFitzFailed3/Section ds2,"It's like a jigsaw puzzle, but with multiple solutions.","To jak układanka, ale z wieloma rozwiązaniami."
Examine/LockedBoxFitzOnEnter/Section ds0,"It's a combination lock.
","To zamek szyfrowy.
"
Examine/LockedBoxFitzOnEnter/Section ds4,...sort of.,...w pewnym sensie.
Examine/LockedBoxFitzSuccess2/Section ds0,...,...
Examine/LockedBoxFitzSuccess2/Section ds2,"Huh.
That's kind of ominous.","Huh.
To trochę złowieszcze."
Examine/LockedBoxFitzSuccess2/Section ds3,Anything in there?,Coś tam jest?
Examine/LockedBoxFitzSuccess2/Section ds5,"Yeah, it's wrapped in a cloth, hold on-","Tak, jest owinięte w tkaninę, czekaj-"
Examine/LockedBoxFloraClue/Section ds6,It's some kind of clue about where to put the gemstones...,"To jakiś rodzaj tropu odnośnie tego, gdzie umieścić kamienie szlachetne..."
Examine/LockedBoxFloraDone/Section ds1,We already solved it.,Już to rozwiązaliśmy.
Examine/LockedBoxFloraFailed1/Section ds0,Nope.,Nie.
Examine/LockedBoxFloraFailed1/Section ds1,Did you check the clue on the back of the egg?,Sprawdziłeś trop z tyłu jajka?
Examine/LockedBoxFloraFailed1/Section ds2,I'm pretty sure it explains where to put each of the gemstones.,"Jestem całkiem pewna, że wyjaśnia, gdzie umieścić każdy z kamieni."
Examine/LockedBoxFloraFailed2/Section ds0,I guess that's wrong...?,Chyba to źle...?
Examine/LockedBoxFloraFailed2/Section ds1,What's the deal with those lines between the gems? ,O co chodzi z tymi liniami między klejnotami? 
Examine/LockedBoxFloraFailed2/Section ds2,They must mean [h]something.[/h],Muszą coś [h]znaczyć.[/h]
Examine/LockedBoxFloraFailed3/Section ds0,Nothing.,Nic.
Examine/LockedBoxFloraFailed3/Section ds1,"Each line connects two slots, forming pairs.","Każda linia łączy dwa gniazda, tworząc pary."
Examine/LockedBoxFloraFailed3/Section ds2,The exact same pairs are represented in the clue on the back.,Dokładnie te same pary są przedstawione w tropie z tyłu.
Examine/LockedBoxFloraFailed3/Section ds3,They're just... rearranged. And rotated.,Po prostu są... przestawione. I obrócone.
Examine/LockedBoxFloraOnEnter/Section ds2,...I think it's a container for something?,"...myślę, że to pojemnik na coś?"
Examine/LockedBoxFloraOnEnter/Section ds3,Those gems look like they come off.,"Te klejnoty wyglądają, jakby dało się je zdjąć."
Examine/LockedBoxFloraSuccess2/Section ds0,"Did it unlock?
What's in there?","Odblokowało się?
Co tam jest?"
Examine/LockedBoxFloraSuccess2/Section ds2,"...an empty egg is a clue, right?","...puste jajko to trop, prawda?"
Examine/LockedBoxFloraSuccess2/Section ds3,...,...
Examine/LockedBoxFloraSuccess2/Section ds4,...,...
Examine/LockedBoxFloraSuccess2/Section ds5,Nothing.,Nic.
Examine/LockedBoxFloraSuccess2/Section ds6,[h]Nothing!?[/h],[h]Nic!?[/h]
Examine/LockedBoxFloraSuccess2/Section ds7,"Well, I'm not leaving without a clue.","Cóż, nie odchodzę bez tropu."
Examine/LockedBoxFreyaDone/Section ds1,We already solved it.,Już to rozwiązaliśmy.
Examine/LockedBoxFreyaExamine/Section ds0,It's a little wooden box for paintbrushes.,To małe drewniane pudełko na pędzle.
Examine/LockedBoxFreyaExamine/Section ds1,"To the casual observer, maybe.","Dla przypadkowego obserwatora, może."
Examine/LockedBoxFreyaExamine/Section ds1 Choice 1,Look closer.,Przyjrzyj się bliżej.
Examine/LockedBoxFreyaExamine/Section ds1 Choice 2,Leave it alone.,Zostaw to w spokoju.
Examine/LockedBoxFreyaFailed1/Section ds0,Nothing.,Nic.
Examine/LockedBoxFreyaFailed1/Section ds1,Did you find a hint on those scraps of paper?,Znalazłaś podpowiedź na tych skrawkach papieru?
Examine/LockedBoxFreyaFailed1/Section ds2,Looks like a ripped-up jigsaw puzzle.,Wygląda jak podarta układanka.
Examine/LockedBoxFreyaFailed2/Section ds0,That... was incorrect.,To... było niepoprawne.
Examine/LockedBoxFreyaFailed2/Section ds1,"The information we need is on the paper - once it's been rearranged, I mean.","Informacja, której potrzebujemy, jest na papierze - kiedy już zostanie ułożony na nowo, znaczy się."
Examine/LockedBoxFreyaFailed2/Section ds3,"Each brush has various characteristics - height, bristle shape, paint colour, handle colour...","Każdy pędzel ma różne cechy - wysokość, kształt włosia, kolor farby, kolor rączki..."
Examine/LockedBoxFreyaFailed3/Section ds0,Still locked.,Wciąż zamknięte.
Examine/LockedBoxFreyaFailed3/Section ds1,So - the paper jigsaw puzzle shows the position of various characteristics of the brushes.,Więc - papierowa układanka pokazuje pozycję różnych cech pędzli.
Examine/LockedBoxFreyaFailed3/Section ds2,There's a couple of brushes with each characteristic - but only one perfect solution.,Jest po parę pędzli z każdą cechą - ale tylko jedno idealne rozwiązanie.
Examine/LockedBoxFreyaOnEnter/Section ds0,They're [h]not[/h] real paintbrushes.,To [h]nie[/h] są prawdziwe pędzle.
Examine/LockedBoxFreyaOnEnter/Section ds2,Looks like they're part of some kinda lock mechanism.,"Wyglądają, jakby były częścią jakiegoś mechanizmu zamka."
Examine/LockedBoxFreyaSuccess2/Section ds0,...,...
Examine/LockedBoxFreyaSuccess2/Section ds2,"Well.
[h]Most[/h] of a photograph.","Cóż.
[h]Większość[/h] fotografii."
Examine/LockedBoxFreyaSuccess2/Section ds3,What was in the box?,Co było w pudełku?
Examine/LockedBoxFreyaSuccess2/Section ds4,Just a photograph.,Tylko fotografia.
Examine/LockedBoxHawkshawDone/Section ds1,We already solved it.,Już to rozwiązaliśmy.
Examine/LockedBoxHawkshawExamine/Section ds0,...is that a clock?,...to zegar?
Examine/LockedBoxHawkshawExamine/Section ds9,If it is - it's a clock with four faces.,Jeśli tak - to zegar z czterema tarczami.
Examine/LockedBoxHawkshawExamine/Section ds9 Choice 1,Look closer.,Przyjrzyj się bliżej.
Examine/LockedBoxHawkshawExamine/Section ds9 Choice 2,Leave it alone.,Zostaw to w spokoju.
Examine/LockedBoxHawkshawFailed1/Section ds0,Nope.,Nie.
Examine/LockedBoxHawkshawFailed1/Section ds1,So moving any of the hands turns the [h]adjacent[/h] hands in the opposite direction.,Więc poruszenie którąkolwiek wskazówką obraca [h]sąsiednie[/h] wskazówki w przeciwną stronę.
Examine/LockedBoxHawkshawFailed1/Section ds2,It's like cogs on a machine.,To jak zębatki w maszynie.
Examine/LockedBoxHawkshawFailed2/Section ds0,I guess that's wrong...?,Chyba to źle...?
Examine/LockedBoxHawkshawFailed2/Section ds1,Did you work out what direction each hand needs to be facing?,"Ustaliłeś, w którą stronę ma być zwrócona każda wskazówka?"
Examine/LockedBoxHawkshawFailed2/Section ds3,Each one ends with a little hoop. Try looking through the hoop and ignoring the rest.,"Każda kończy się małą pętelką. Spróbuj patrzeć przez pętelkę, ignorując resztę."
Examine/LockedBoxHawkshawFailed3/Section ds0,Nothing.,Nic.
Examine/LockedBoxHawkshawFailed3/Section ds1,It's just numbers on a clock.,To po prostu liczby na zegarze.
Examine/LockedBoxHawkshawFailed3/Section ds2,"Three on the right, six on the bottom, nine on the left and twelve on the top.","Trzy po prawej, sześć na dole, dziewięć po lewej i dwanaście na górze."
Examine/LockedBoxHawkshawFailed3/Section ds3,You only need ninety degree angles - that should make it easier to work out.,Potrzebujesz tylko kątów prostych - to powinno ułatwić rozgryzienie.
Examine/LockedBoxHawkshawOnEnter/Section ds0,I'm guessing it doesn't tell the time.,"Zgaduję, że nie pokazuje czasu."
Examine/LockedBoxHawkshawOnEnter/Section ds8,So what [h]does[/h] it do?,To co [h]robi[/h]?
Examine/LockedBoxHawkshawSuccess2/Section ds0,What's in the box?,Co jest w pudełku?
Examine/LockedBoxHawkshawSuccess2/Section ds2,But I'm not actually sure [h]what[/h] it is.,"Ale właściwie nie jestem pewna, [h]co[/h] to jest."
Examine/LockedBoxHawkshawSuccess2/Section ds3,"A little... tool... thing?
Looks like a telescope.","Jakieś... narzędzie... coś?
Wygląda jak teleskop."
Examine/LockedBoxHawkshawSuccess2/Section ds4,...,...
Examine/LockedBoxLabDone/Section ds1,We already solved it.,Już to rozwiązaliśmy.
Examine/LockedBoxLabExamine/Section ds0,Looks like a safe.,Wygląda jak sejf.
Examine/LockedBoxLabExamine/Section ds1,...is it locked?,...jest zamknięty?
Examine/LockedBoxLabExamine/Section ds3,"Seems likely, doesn't it?","Wygląda na to, prawda?"
Examine/LockedBoxLabExamine/Section ds3 Choice 1,Look closer.,Przyjrzyj się bliżej.
Examine/LockedBoxLabExamine/Section ds3 Choice 2,Leave it alone.,Zostaw to w spokoju.
Examine/LockedBoxLabFailed1/Section ds0,Nothing.,Nic.
Examine/LockedBoxLabFailed1/Section ds3,I think we're trying to make a path between the key and lock symbols on either side.,"Myślę, że próbujemy stworzyć ścieżkę między symbolami klucza i kłódki po obu stronach."
Examine/LockedBoxLabFailed2/Section ds0,I guess that's wrong...?,Chyba to źle...?
Examine/LockedBoxLabFailed2/Section ds2,The easiest part should be connecting the path to the two symbols at either end - since they don't move.,Najłatwiejsze powinno być połączenie ścieżki z dwoma symbolami na obu końcach - bo się nie ruszają.
Examine/LockedBoxLabFailed3/Section ds0,Nope.,Nie.
Examine/LockedBoxLabFailed3/Section ds2,"Oh, and I think the path only uses nine of the ten latches...","Och, i myślę, że ścieżka używa tylko dziewięciu z dziesięciu zatrzasków..."
Examine/LockedBoxLabFailed3/Section ds3,Just start on the left and try to work your way across to the right.,Zacznij po prostu z lewej i spróbuj przebić się w prawo.
Examine/LockedBoxLabOnEnter/Section ds0,Weird looking safe...,Dziwnie wyglądający sejf...
Examine/LockedBoxLabOnEnter/Section ds3,I'm pretty sure the latches can slide into the middle.,"Jestem całkiem pewien, że zatrzaski mogą się przesunąć na środek."
Examine/LockedBoxLabSuccess2/Section ds0,...,...
Examine/LockedBoxLabSuccess2/Section ds2,Yeah... more research.,Tak... więcej badań.
Examine/LockedBoxLabSuccess2/Section ds3,Anything inside?,Coś w środku?
Examine/LockedBoxPennyDone/Section ds1,We already solved it.,Już to rozwiązaliśmy.
Examine/LockedBoxPennyExamine/Section ds0,It's a birdhouse.,To domek dla ptaków.
Examine/LockedBoxPennyExamine/Section ds5,Are those... [i]real[/i] birds?,Czy to... [i]prawdziwe[/i] ptaki?
Examine/LockedBoxPennyExamine/Section ds5 Choice 1,Look closer.,Przyjrzyj się bliżej.
Examine/LockedBoxPennyExamine/Section ds5 Choice 2,Leave it alone.,Zostaw to w spokoju.
Examine/LockedBoxPennyFailed1/Section ds0,Nope.,Nie.
Examine/LockedBoxPennyFailed1/Section ds1,There must be some logic to how the birds are arranged.,"Musi być jakaś logika w tym, jak ptaki są rozstawione."
Examine/LockedBoxPennyFailed1/Section ds6,Something to do with those white lines.,Coś związanego z tymi białymi liniami.
Examine/LockedBoxPennyFailed2/Section ds0,Nothing.,Nic.
Examine/LockedBoxPennyFailed2/Section ds5,I think the birds are... related to each other.,"Myślę, że ptaki są... ze sobą spokrewnione."
Examine/LockedBoxPennyFailed3/Section ds0,I guess that's wrong...?,Chyba to źle...?
Examine/LockedBoxPennyFailed3/Section ds2,"It's a family tree.
The colours and eyes combine - as they go down the family line.","To drzewo genealogiczne.
Kolory i oczy łączą się - w miarę schodzenia w dół linii rodowej."
Examine/LockedBoxPennyFailed3/Section ds4,You'll need to start with blue and yellow at the top.,Musisz zacząć od niebieskiego i żółtego na górze.
Examine/LockedBoxPennyOnEnter/Section ds11,They're using up all the perches! What if a real bird wanted to use it?,Zajmują wszystkie grzędy! A co jeśli prawdziwy ptak chciałby z nich skorzystać?
Examine/LockedBoxPennyOnEnter/Section ds15,Nope. They're [i]wooden.[/i],Nie. Są [i]drewniane.[/i]
Examine/LockedBoxPennySuccess2/Section ds0,"Did the door open?
What's in there?","Drzwiczki się otworzyły?
Co tam jest?"
Examine/LockedBoxPennySuccess2/Section ds2,...,...
Examine/LockedBoxPennySuccess2/Section ds3,...,...
Examine/LockedBoxPointerDone/Section ds1,We already solved it.,Już to rozwiązaliśmy.
Examine/LockedBoxPointerExamine/Section ds0,"You know, I've [h]always[/h] wanted one of those.","Wiesz, [h]zawsze[/h] chciałam mieć coś takiego."
Examine/LockedBoxPointerExamine/Section ds3,I would [h]look[/h] at it.,[h]Patrzyłabym[/h] na niego.
Examine/LockedBoxPointerExamine/Section ds3 Choice 1,Look closer.,Przyjrzyj się bliżej.
Examine/LockedBoxPointerExamine/Section ds3 Choice 2,Leave it alone.,Zostaw to w spokoju.
Examine/LockedBoxPointerExamine/Section ds6,A... mechanical solar system? What would you [h]do[/h] with it?,...mechaniczny układ słoneczny? Co byś z nim [h]robiła[/h]?
Examine/LockedBoxPointerFailed1/Section ds0,Nothing.,Nic.
Examine/LockedBoxPointerFailed1/Section ds6,So there are two ways to move the shadows.,"Więc są dwa sposoby, żeby poruszyć cieniami."
Examine/LockedBoxPointerFailed1/Section ds8,"Rotate the planets, and rotate the sun and moon.",Obróć planety oraz obróć słońce i księżyc.
Examine/LockedBoxPointerFailed2/Section ds0,I guess that's wrong...?,Chyba to źle...?
Examine/LockedBoxPointerFailed2/Section ds1,I think you just need to get the shadows to line up with the shape on the base.,"Myślę, że po prostu trzeba dopasować cienie do kształtu na podstawie."
Examine/LockedBoxPointerFailed3/Section ds0,Nope.,Nie.
Examine/LockedBoxPointerFailed3/Section ds5,The sun and moon need to be at... one o'clock and five o'clock.,Słońce i księżyc muszą być na... godzinie pierwszej i piątej.
Examine/LockedBoxPointerFailed3/Section ds7,"The shape on the base is symmetrical, so it doesn't matter which is which.","Kształt na podstawie jest symetryczny, więc nieważne, który jest który."
Examine/LockedBoxPointerOnEnter/Section ds0,Wait a minute.,Chwileczkę.
Examine/LockedBoxPointerOnEnter/Section ds6,Earth in the middle. Sun on the outside.,Ziemia na środku. Słońce na zewnątrz.
Examine/LockedBoxPointerOnEnter/Section ds7,How old [i]is[/i] this thing?,Ile lat [i]ma[/i] ta rzecz?
Examine/LockedBoxPointerSuccess2/Section ds0,Did you hear that? Something unlocked.,Słyszałeś to? Coś się odblokowało.
Examine/LockedBoxPointerSuccess2/Section ds2,A bunch of paper. Looks like... somebody's research.,Sterta papierów. Wygląda na... czyjeś badania.
Examine/LockedBoxPointerSuccess2/Section ds4,There's a little hatch underneath? What's in there?,Jest tu mała klapka od spodu? Co tam jest?
Examine/LockedBoxPointerSuccess2/Section ds5,...,...
Examine/LockedBoxPoppyDone/Section ds6,We already solved it.,Już to rozwiązaliśmy.
Examine/LockedBoxPoppyExamine/Section ds0,"It's a metronome.
For keeping time.","To metronom.
Do utrzymywania rytmu."
Examine/LockedBoxPoppyExamine/Section ds3,...,...
Examine/LockedBoxPoppyExamine/Section ds3 Choice 1,Look closer.,Przyjrzyj się bliżej.
Examine/LockedBoxPoppyExamine/Section ds3 Choice 2,Leave it alone.,Zostaw to w spokoju.
Examine/LockedBoxPoppyFailed1/Section ds0,Nothing.,Nic.
Examine/LockedBoxPoppyFailed1/Section ds3,We can't rotate the pendulums directly - we just have to use the buttons.,Nie możemy bezpośrednio obracać wahadeł - musimy używać przycisków.
Examine/LockedBoxPoppyFailed2/Section ds0,Still locked.,Wciąż zamknięte.
Examine/LockedBoxPoppyFailed2/Section ds1,The symbols on the buttons look pretty similar to the ones on the pendulums...,Symbole na przyciskach wyglądają całkiem podobnie do tych na wahadłach...
Examine/LockedBoxPoppyFailed2/Section ds2,Yeah. I think they're the same symbols.,"Tak. Myślę, że to te same symbole."
Examine/LockedBoxPoppyFailed3/Section ds0,That... was incorrect.,To... było niepoprawne.
Examine/LockedBoxPoppyFailed3/Section ds1,So - the symbols on the buttons... they each represent [h]two[/h] of the pendulums.,Więc - symbole na przyciskach... każdy reprezentuje [h]dwa[/h] z wahadeł.
Examine/LockedBoxPoppyFailed3/Section ds2,Shouldn't be too hard to get all of them to rotate up to the top.,Nie powinno być zbyt trudno obrócić je wszystkie na samą górę.
Examine/LockedBoxPoppyFailed3/Section ds3,Pressing them seems to rotate those two pendulums by forty-five degrees.,Naciśnięcie ich wydaje się obracać te dwa wahadła o czterdzieści pięć stopni.
Examine/LockedBoxPoppyOnEnter/Section ds0,It's ticking...,Tyka...
Examine/LockedBoxPoppyOnEnter/Section ds2,It's [h]supposed[/h] to be ticking.,[h]Ma[/h] tykać.
Examine/LockedBoxPoppyOnEnter/Section ds3,[i]-is it a bomb!?[/i],[i]-czy to bomba!?[/i]
Examine/LockedBoxPoppyOnEnter/Section ds4,"Not sure what those symbols are, though.","Nie jestem jednak pewien, czym są te symbole."
Examine/LockedBoxPoppySuccess2/Section ds0,A little hatch unlocked in the back.,Z tyłu odblokowała się mała klapka.
Examine/LockedBoxPoppySuccess2/Section ds2,...[h]part[/h] of a photograph.,...[h]część[/h] fotografii.
Examine/LockedBoxPoppySuccess2/Section ds3,What happened?,Co się stało?
Examine/LockedBoxPoppySuccess2/Section ds4,...,...
Examine/LockedBoxPoppySuccess2/Section ds5,Anything in there?,Coś tam jest?
Examine/LockedBoxPoppySuccess2/Section ds7,"Mhm.
It's a photograph.","Mhm.
To fotografia."
Examine/LookedAtHarpStatue/Section ds0,...it must do [h]something.[/h],...to musi coś [h]robić.[/h]
Examine/LookedAtHarpStatue/Section ds2,"You'd hope so, wouldn't you?","Miałbyś taką nadzieję, prawda?"
Examine/LowestExamBase/Section ds2,This room looks old.,Ten pokój wygląda staro.
Examine/LowestExamBase/Section ds3,Like... [h]old[/h] old.,Jak... [h]naprawdę[/h] staro.
Examine/LowestExamBase/Section ds4,It makes the rest of the house seem relatively modern.,Przez to reszta domu wydaje się stosunkowo nowoczesna.
Examine/LowestExamBook/Section ds1,I think it's a [h]children's[/h] book.,"Myślę, że to [h]dziecięca[/h] książka."
Examine/LowestExamBook/Section ds2,A single book on a little makeshift table.,Pojedyncza książka na małym prowizorycznym stoliku.
Examine/LowestExamBook/Section ds3,...this is creeping me out slightly.,...to mnie trochę przeraża.
Examine/LowestExamBook/Section ds4,Why?,Czemu?
Examine/LowestExamBookcase/Section ds0,It's an empty bookcase.,To pusty regał na książki.
Examine/LowestExamBookcase/Section ds3,Something tells me it's been empty for a long time.,"Coś mi mówi, że jest pusty od dawna."
Examine/LowestExamBoxes/Section ds0,Old cardboard boxes.,Stare kartonowe pudła.
Examine/LowestExamBoxes/Section ds3,How exciting.,Cóż za ekscytacja.
Examine/LowestExamBoxes/Section ds4,"Oh, but there's more!","Och, ale to nie wszystko!"
Examine/LowestExamBoxes/Section ds5,They're also damp.,Są też wilgotne.
Examine/LowestExamBoxes/Section ds6,And empty.,I puste.
Examine/LowestExamChain/Section ds0,Gives off kind of a [h]dungeon[/h] vibe...,Wydziela taki klimat [h]lochu[/h]...
Examine/LowestExamChain/Section ds1,...what do people actually use chains [h]for?[/h],...do czego ludzie właściwie [h]używają[/h] łańcuchów?
Examine/LowestExamChain/Section ds2,Nothing good.,Do niczego dobrego.
Examine/LowestExamCloak/Section ds10,It's an old coat rack. Looks [h]thoroughly[/h] neglected.,To stary wieszak na płaszcze. Wygląda na [h]kompletnie[/h] zaniedbany.
Examine/LowestExamCloak/Section ds8,Two cloaks... and a green hat draped on top for good measure.,Dwa płaszcze... i zielony kapelusz zawieszony na wierzchu dla dobrej miary.
Examine/LowestExamEmptyFrames/Section ds0,A bunch of picture frames...,Sterta ramek na obrazy...
Examine/LowestExamEmptyFrames/Section ds1,It's not too dark.,Nie jest zbyt ciemno.
Examine/LowestExamEmptyFrames/Section ds2,But it's too dark to see the pictures.,"Ale jest zbyt ciemno, żeby zobaczyć obrazy."
Examine/LowestExamEmptyFrames/Section ds3,The frames are all empty.,Wszystkie ramki są puste.
Examine/LowestExamGutter/Section ds0,There's a weird kind of gutter running along the floor.,Wzdłuż podłogi biegnie jakiś dziwny rodzaj rynny.
Examine/LowestExamLakeWindow/Section ds0,Basements don't normally have windows?,Piwnice normalnie nie mają okien?
Examine/LowestExamLakeWindow/Section ds1,We're at the bottom of the lake.,Jesteśmy na dnie jeziora.
Examine/LowestExamLakeWindow/Section ds10,"No plants.
No anything.","Żadnych roślin.
Niczego."
Examine/LowestExamLakeWindow/Section ds2,We [h]must[/h] be.,[h]Musimy[/h] być.
Examine/LowestExamLakeWindow/Section ds3,Right. ,Racja. 
Examine/LowestExamLakeWindow/Section ds4,"But if that's the lakebed...
-why does it [h]look[/h] like that?","Ale jeśli to dno jeziora...
-czemu tak [h]wygląda[/h]?"
Examine/LowestExamLakeWindow/Section ds6,Like what?,Jak co?
Examine/LowestExamLakeWindow/Section ds7,"White.
Smooth. ","Białe.
Gładkie. "
Examine/LowestExamLakeWindow/Section ds8,That's not what a lake looks like.,Tak nie wygląda jezioro.
Examine/LowestExamMetal1/Section ds0,"This photograph...
...has been [h]stabbed.[/h]","Ta fotografia...
...została [h]przebita.[/h]"
Examine/LowestExamMetal1/Section ds1,Not sure. Some kind of metal stabbing thingy.,Nie jestem pewna. Jakąś metalową rzeczą do przebijania.
Examine/LowestExamMetal1/Section ds3,"Why?
By what?","Czemu?
Czym?"
Examine/LowestExamMetal1/Section ds4,We're too late.,Jesteśmy spóźnieni.
Examine/LowestExamMetal2/Section ds1,So what's the photo?,Więc co przedstawia zdjęcie?
Examine/LowestExamMetal3/Section ds0,Should we take another look?,Powinniśmy zerknąć jeszcze raz?
Examine/LowestExamMetal3/Section ds0 Choice 1,The metal rod.,Metalowy pręt.
Examine/LowestExamMetal3/Section ds0 Choice 2,The photo.,Zdjęcie.
Examine/LowestExamMetal3/Section ds5,Yeah...,Tak...
Examine/LowestExamMetal3/Section ds6,Yeah...,Tak...
Examine/LowestExamPlans/Section ds0,There's a roll of paper up there...,Jest tam na górze zwój papieru...
Examine/LowestExamPlans/Section ds2,I'll see if I can reach it.,"Zobaczę, czy dosięgnę."
Examine/LowestExamPlans/Section ds3,Let me guess - blank.,Zgadnę - pusty.
Examine/LowestExamPlans/Section ds5,...,...
Examine/LowestExamPlans/Section ds5 Choice 1,Unroll it.,Rozwiń go.
Examine/LowestExamPlans/Section ds5 Choice 2,Leave it alone.,Zostaw go w spokoju.
Examine/LowestExamPuddles/Section ds0,Do these puddles worry you?,Te kałuże cię niepokoją?
Examine/LowestExamPuddles/Section ds1,Why?,Czemu?
Examine/LowestExamPuddles/Section ds2,That's lake water.,To woda z jeziora.
Examine/LowestExamPuddles/Section ds3,"Ah.
I see your point.","Ach.
Rozumiem, o co ci chodzi."
Examine/LowestExamPuddles/Section ds6,But it's indoors.,Ale jesteśmy w środku.
Examine/MindGameAlmostG/Section ds0,Almost... maybe just change one thing.,Prawie... może zmień tylko jedną rzecz.
Examine/MindGameAlmostS/Section ds0,Almost... maybe just change one thing.,Prawie... może zmień tylko jedną rzecz.
Examine/MindGameFailed1G/Section ds0,Nope.,Nie.
Examine/MindGameFailed1G/Section ds2,Nope.,Nie.
Examine/MindGameFailed1G/Section ds3,Nope.,Nie.
Examine/MindGameFailed1S/Section ds0,Nope.,Nie.
Examine/MindGameFailed1S/Section ds2,Nope.,Nie.
Examine/MindGameFailed2G/Section ds0,That's not right.,To nie tak.
Examine/MindGameFailed2G/Section ds3,That's not right.,To nie tak.
Examine/MindGameFailed2G/Section ds4,That's not right.,To nie tak.
Examine/MindGameFailed2G/Section ds5,That's not right.,To nie tak.
Examine/MindGameFailed2S/Section ds0,That's not right.,To nie tak.
Examine/MindGameFailed3G/Section ds0,That's not right either.,To też nie tak.
Examine/MindGameFailed3G/Section ds3,That's not right either.,To też nie tak.
Examine/MindGameFailed3S/Section ds0,That's not right either.,To też nie tak.
Examine/MindGameFailed3S/Section ds3,That's not right either.,To też nie tak.
Examine/MindGameIncompleteG/Section ds0,We still need to choose two stray thoughts and put them into the slots.,Wciąż musimy wybrać dwie zabłąkane myśli i umieścić je w gniazdach.
Examine/MindGameIncompleteG/Section ds2,That's not a complete sentence.,To niepełne zdanie.
Examine/MindGameIncompleteS/Section ds0,We still need to highlight a detail of each clue.,Wciąż musimy podświetlić szczegół każdego tropu.
Examine/MindGameIncompleteS/Section ds2,That's... not a sentence.,To... nie jest zdanie.
Examine/Nothing there/Section ds0,Nothing there.,Nic tam nie ma.
Examine/PathwayArch/Section ds0,crossbow ask,pytanie o kuszę
Examine/PathwayArch/Section ds0 Choice 1,crossbow attach,dołączenie kuszy
Examine/PathwayArch/Section ds0 Choice 2,next,dalej
Examine/PathwayArch/Section ds1,Like - walking through it might give you bad luck.,Jakby... przejście przez nie mogło przynieść pecha.
Examine/PathwayArch/Section ds2,pin ask,pytanie o pinezkę
Examine/PathwayArch/Section ds2 Choice 1,pin board attach,dołączenie tablicy z pinezkami
Examine/PathwayArch/Section ds2 Choice 2,next,dalej
Examine/PathwayArch/Section ds3,research ask,pytanie o badania
Examine/PathwayArch/Section ds3 Choice 1,research attach,dołączenie badań
Examine/PathwayArch/Section ds3 Choice 2,next,dalej
Examine/PathwayArch/Section ds4,Too late.,Za późno.
Examine/PathwayArch/Section ds5,photo ask,pytanie o zdjęcie
Examine/PathwayArch/Section ds5 Choice 1,photo attach,dołączenie zdjęcia
Examine/PathwayArch/Section ds5 Choice 2,end,koniec
Examine/PathwayArch/Section ds6,It's just an archway... but it seems a little ominous.,To po prostu przejście łukowe... ale wygląda trochę złowieszczo.
Examine/PathwayBirdbath1/Section ds0,The birds seem to like it.,Ptaki chyba je lubią.
Examine/PathwayBirdbath1/Section ds1,It's a birdbath.,To poidło dla ptaków.
Examine/PathwayBirdbath1/Section ds2,They're even singing a little [m]tune.[/m],Śpiewają nawet małą [m]melodię.[/m]
Examine/PathwayBirdbath1/Section ds3,"Do do do-do, do do do-do~","Da da da-da, da da da-da~"
Examine/PathwayBirdbath1/Section ds4,Please don't do that.,"Proszę, nie rób tego."
Examine/PathwayBirdbath1/Section ds5,...,...
Examine/PathwayBirdbath1/Section ds6,"...is that just rainwater?
Looks a little weird.","...czy to tylko deszczówka?
Wygląda trochę dziwnie."
Examine/PathwayBirdbath2/Section ds7,...,...
Examine/PathwayBoat/Section ds0,-it's the only way on or off the island...,"-to jedyny sposób, żeby dostać się na wyspę lub z niej wyjść..."
Examine/PathwayBoat/Section ds2,What a comforting thought.,Cóż za pokrzepiająca myśl.
Examine/PathwayBoat/Section ds4,It's the little boat we used to cross the lake.,"To ta mała łódka, którą przepłynęliśmy przez jezioro."
