term,en,pl
Conversation/PennySuspicion/Section ds52,I [h]knew[/h] she'd be able to bring me back some evidence.,"[h]Wiedziałam[/h], że zdoła przynieść mi jakiś dowód."
Conversation/PennySuspicion/Section ds53,"Sorry, Penny... but are you not... overreacting a little?","Przepraszam, Penny... ale czy nie... trochę przesadzasz?"
Conversation/PennySuspicion/Section ds54,"You don't understand...
Fitz is slipping away from me...","Nie rozumiecie...
Fitz mi się wymyka..."
Conversation/PennySuspicion/Section ds55,He's so [h]quiet[/h] with me these days.,Ostatnio jest przy mnie taki [h]milczący[/h].
Conversation/PennySuspicion/Section ds56,But being with Poppy... seems to bring him out of his shell...,Ale przy Poppy... zdaje się wychodzić ze swojej skorupy...
Conversation/PennySuspicion/Section ds57,I don't know [h]what[/h] he sees in her... [h]miserable[/h] little...,"Nie wiem, [h]co[/h] on w niej widzi... ta [h]żałosna[/h] mała..."
Conversation/PennySuspicion/Section ds58,I apologise.,Przepraszam.
Conversation/PennySuspicion/Section ds59,This really isn't your burden to bear.,Naprawdę nie powinniście dźwigać tego ciężaru.
Conversation/PennySuspicion/Section ds61,She's certainly [h]never[/h] flown up to the rooftop garden.,Z całą pewnością [h]nigdy[/h] nie poleciała do ogrodu na dachu.
Conversation/PennySuspicion/Section ds68,Let's take a closer look at these.,Przyjrzyjmy się im dokładniej.
Conversation/PennySuspicion/Section ds7,"Actually, it's not the message I wanted to ask about. ",Właściwie nie o wiadomość chcę zapytać. 
Conversation/PennySuspicion/Section ds70,We found this.,Znaleźliśmy to.
Conversation/PennySuspicion/Section ds71,It's those red flower petals.,Chodzi o te czerwone płatki kwiatów.
Conversation/PennySuspicion/Section ds77,,
Conversation/PennySuspicion/Section ds78,"But don't forget.
Penny's the resident ornithologist...","Ale nie zapominaj.
Penny jest miejscową ornitolożką..."
Conversation/PennySuspicion/Section ds79,,
Conversation/PennySuspicion/Section ds8,The... petals?,Te... płatki?
Conversation/PennySuspicion/Section ds8 Choice 1,They're from red roses.,Pochodzą z czerwonych róż.
Conversation/PennySuspicion/Section ds8 Choice 2,They're fake.,Są sztuczne.
Conversation/PennySuspicion/Section ds8 Choice 3,They're from red tulips.,Pochodzą z czerwonych tulipanów.
Conversation/PennySuspicion/Section ds80,...,...
Conversation/PennySuspicion/Section ds81,...,...
Conversation/PennySuspicion/Section ds83,...,...
Conversation/PennySuspicion/Section ds92,We need a [c]clue[/c] to compare with Penny's birds.,Potrzebujemy [c]tropu[/c] do porównania z ptakami Penny.
Conversation/PennySuspicion/Section ds93,...,...
Conversation/PennySuspicion/Section ds96,...maybe not.,...może nie.
Conversation/PennySuspicion/Section ds97,They're from red tulips.,Pochodzą z czerwonych tulipanów.
Conversation/PennySuspicion/Section ds98,You think so?,Tak sądzisz?
Conversation/PennySuspicion/Section ds99,They're fake.,Są sztuczne.
Conversation/PennySuspicion/exitClueRequest0,Evidence of a red rose.,Dowód na obecność czerwonej róży.
Conversation/PennySuspicion/exitClueRequest2,Evidence that proves Penny's bird has been in the Rooftop Garden.,"Dowód na to, że ptak Penny był w Rooftop Garden."
Conversation/PennyTangleTower/Section ds21,You know... It's probably quite impressive.,Wiecie... to pewnie robi spore wrażenie.
Conversation/PennyTangleTower/Section ds24,"To a visitor.
Fresh eyes and all that.","Dla przybysza.
Świeże spojrzenie i tak dalej."
Conversation/PennyTangleTower/Section ds25,Not to you?,A na tobie nie?
Conversation/PennyTangleTower/Section ds26,Try [h]living[/h] in it for twenty years... the sheen wears off.,Spróbuj w nim [h]mieszkać[/h] przez dwadzieścia lat... czar pryska.
Conversation/PennyTangleTower/Section ds28,"If it wasn't for my Fitz, I'd have little reason to stay.","Gdyby nie mój Fitz, nie miałabym wielu powodów, żeby zostać."
Conversation/PennyTangleTower/Section ds29,...what about inheritance?,...a co ze spadkiem?
Conversation/PennyTangleTower/Section ds30,"You're the next oldest Pointer after your uncle, aren't you?","Po wujku jesteś najstarszą osobą z rodziny Pointerów, prawda?"
Conversation/PennyTangleTower/Section ds31,Well! Thankyou [h]very[/h] much for phrasing it like that.,No proszę! [h]Bardzo[/h] dziękuję za takie ujęcie sprawy.
Conversation/PennyTangleTower/Section ds33,But no - any money left in the Pointer family will pass down directly to Poppy.,"Ale nie - wszystkie pieniądze, które zostały w rodzinie Pointerów, przejdą bezpośrednio na Poppy."
Conversation/PennyTangleTower/Section ds34,...is that fair?,...to sprawiedliwe?
Conversation/PennyTangleTower/Section ds35,"I couldn't care less, to be perfectly honest!","Szczerze mówiąc, ani trochę mnie to nie obchodzi!"
Conversation/PennyWireReel/Section ds7,...is that... for sewing?,...czy to... służy do szycia?
Conversation/PennyWireReel/Section ds8,Maybe...?,Może...?
Conversation/PennyWireReel/Section ds9,We have no idea.,Nie mamy pojęcia.
Conversation/PennyYesterday/Section ds10,So... you stayed with Fitz the whole day?,Czyli... zostałaś z Fitzem przez cały dzień?
Conversation/PennyYesterday/Section ds11,"No, in the early afternoon he went back inside - rather, suddenly, as it happens.",Nie. Wczesnym popołudniem dość nagle wrócił do środka.
Conversation/PennyYesterday/Section ds13,Did he say why?,Powiedział dlaczego?
Conversation/PennyYesterday/Section ds14,[h]He didn't.[/h],[h]Nie powiedział.[/h]
Conversation/PennyYesterday/Section ds15,"Probably just a touch of heat-stroke, the poor dear. He's more delicate than you'd think.","Pewnie lekki udar słoneczny, biedactwo. Jest delikatniejszy, niż mogłoby się wydawać."
Conversation/PennyYesterday/Section ds28,What did you do after that?,Co zrobiłaś później?
Conversation/PennyYesterday/Section ds29,Let's see... I returned to the aviary - to feed my birds.,Zobaczmy... wróciłam do Aviary - nakarmić ptaki.
Conversation/PennyYesterday/Section ds32,"He's always there.
Crack of dawn, every morning like clockwork.","Zawsze tam jest.
Codziennie skoro świt, punktualnie jak w zegarku."
Conversation/PennyYesterday/Section ds33,How come?,Jak to?
Conversation/PennyYesterday/Section ds34,"That, and he has a great deal of work to do every day - watering, pruning... [h]mulching[/h] - whatever that is.","Poza tym ma codziennie mnóstwo pracy - podlewanie, przycinanie... [h]ściółkowanie[/h] - cokolwiek to znaczy."
Conversation/PennyYesterday/Section ds36,...and how many birds are you responsible for?,...a za ile ptaków odpowiadasz?
Conversation/PennyYesterday/Section ds37,"Officially, four.
But in truth it it's more like four-hundred.","Oficjalnie za cztery.
Ale prawdę mówiąc, raczej za czterysta."
Conversation/PennyYesterday/Section ds38,...can they not feed themselves?,...nie mogą same się nakarmić?
Conversation/PennyYesterday/Section ds39,"Of course!
And they often do.","Oczywiście!
I często to robią."
Conversation/PennyYesterday/Section ds40,But I think they just like the company.,Ale chyba po prostu lubią towarzystwo.
Conversation/PennyYesterday/Section ds41,As do I.,Ja również.
Conversation/PennyYesterday/Section ds42,...,...
Conversation/PennyYesterday/Section ds6,I awoke early... and headed down into the greenhouse to see Fitz.,Obudziłam się wcześnie... i zeszłam do szklarni zobaczyć się z Fitzem.
Conversation/PennyYesterday/Section ds7,It's where he's happiest.,Tam jest najszczęśliwszy.
Conversation/PennyYesterday/Section ds8,"Oh no, no - I wouldn't dream of it. I'd probably [h]break[/h] something.","Och, nie - nawet bym nie śmiała. Pewnie bym coś [h]zepsuła[/h]."
Conversation/PennyYesterday/Section ds9,Do you help him? With the work in the greenhouse?,Pomagasz mu? Przy pracy w szklarni?
Conversation/PennyYourself/Section ds12,Silly to admit - but I suppose I can't [h]bear[/h] for us to be apart...,"Głupio się przyznać, ale chyba nie mogę [h]znieść[/h] naszej rozłąki..."
Conversation/PennyYourself/Section ds13,Who... are you talking about?,O kim... mówisz?
Conversation/PennyYourself/Section ds14,Hm? Don't you know?,Hm? Nie wiecie?
Conversation/PennyYourself/Section ds15,"My fiancé.
Dear Fitz.","Mój narzeczony.
Drogi Fitz."
Conversation/PennyYourself/Section ds16,"He's not really the travelling type, you see.","Widzicie, on nie jest typem podróżnika."
Conversation/PennyYourself/Section ds17,...you're engaged to a member of the [h]Fellow[/h] family?,...jesteś zaręczona z członkiem rodziny [h]Fellow[/h]?
Conversation/PennyYourself/Section ds18,Mmm.,Mmm.
Conversation/PennyYourself/Section ds19,Fitz and I find it much easier to stay out of it altogether!,Fitzowi i mnie znacznie łatwiej jest trzymać się od tego z daleka!
Conversation/PennyYourself/Section ds2,"Twenty-something, Aquarius, [h]love[/h] to travel - and nearly all of my friends...","Dwadzieścia parę lat, Wodnik, [h]uwielbiam[/h] podróże - a prawie wszyscy moi przyjaciele..."
Conversation/PennyYourself/Section ds21,I'm not especially interested in whatever tedious [h]feuding[/h] goes on between our two families.,Niespecjalnie interesują mnie te wszystkie nużące [h]waśnie[/h] między naszymi rodzinami.
Conversation/PennyYourself/Section ds25,"No matter where I go, I [h]always[/h] find myself coming home to Tangle Tower...","Nieważne, dokąd wyjadę, [h]zawsze[/h] wracam do Tangle Tower..."
Conversation/PennyYourself/Section ds26,...because of the birds?,...przez ptaki?
Conversation/PennyYourself/Section ds28,Fitz Fellow?,Fitz Fellow?
Conversation/PennyYourself/Section ds29,The very one.,Ten jedyny.
Conversation/PennyYourself/Section ds3,...are birds.,...to ptaki.
Conversation/PennyYourself/Section ds30,"[h]Ornithology,[/h] they call it.
I call it the only thing I've ever been good at!","Nazywają to [h]ornitologią.[/h]
Ja nazywam to jedyną rzeczą, w której kiedykolwiek byłam dobra!"
Conversation/PennyYourself/Section ds31,Oh - no. Because of [h]him![/h],Och - nie. Przez [h]niego![/h]
Conversation/PennyYourself/Section ds33,That's interesting...,To interesujące...
Conversation/PennyYourself/Section ds5,"Travel?
Where to?","Podróże?
Dokąd?"
Conversation/PennyYourself/Section ds6,"Anywhere at all, as long as it has species worth [h]studying.[/h]","Dokądkolwiek, byle występowały tam gatunki warte [h]badania.[/h]"
Conversation/PennyYourself/Section ds7,-and have you studied the birds here at Tangle Tower?,"-a badałaś ptaki tutaj, w Tangle Tower?"
Conversation/PennyYourself/Section ds8,But of course! Where else do you think I developed my love of the field?,Oczywiście! Gdzie indziej miałabym rozwinąć zamiłowanie do tej dziedziny?
Conversation/PointerAngryLetter/Section ds10,It was in a bush outside. I think someone threw it away.,Leżało w krzakach na zewnątrz. Ktoś to chyba wyrzucił.
Conversation/PointerAngryLetter/Section ds12,How peculiar...,Jakie to osobliwe...
Conversation/PointerAngryLetter/Section ds9,Where on earth did you find [h]that!?[/h],"Skądże, na miłość boską, [h]to[/h] wytrzasnęliście!?"
Conversation/PointerBirdBook/Section ds10,Better than one that's never been opened.,"Lepszy taki niż taka, której nigdy nie otwarto."
Conversation/PointerBirdBook/Section ds11,Ah... well put.,Ach... trafnie ujęte.
Conversation/PointerBirdBook/Section ds7,"That's a very old book, isn't it?","To bardzo stara księga, nieprawdaż?"
Conversation/PointerBirdBook/Section ds8,Looks like someone could have taken better care of it...,"Wygląda, jakby ktoś mógł o nią lepiej zadbać..."
Conversation/PointerBirdBook/Section ds9,I like the look of a well-read book.,Lubię wygląd dobrze wyczytanej książki.
Conversation/PointerCaseFile/Section ds20,"Not exactly a [h]wealth[/h] of information, is it?","Niezbyt to [h]bogactwo[/h] informacji, prawda?"
Conversation/PointerCaseFile/Section ds21,It's enough.,Wystarczy.
Conversation/PointerCeramicEgg/Section ds10,"Do you know what she hi-
...[h]keeps[/h] in there?","Wiesz, co ona tam ukr-
...[h]trzyma[/h]?"
Conversation/PointerCeramicEgg/Section ds11,Nothing.,Nic.
Conversation/PointerCeramicEgg/Section ds12,...at the moment. It was empty when we opened it.,"...w tej chwili. Było puste, gdy je otworzyliśmy."
Conversation/PointerCeramicEgg/Section ds13,Can't a woman keep an empty egg in her room!?,Czy kobieta nie może trzymać w pokoju pustego jajka!?
Conversation/PointerCeramicEgg/Section ds14,How bizarre...,Jakie to dziwaczne...
Conversation/PointerCeramicEgg/Section ds9,"Curious little thing, isn't it?","Ciekawa mała rzecz, nieprawdaż?"
Conversation/PointerCrackedTape/Section ds11,"Ah well. Possessions are fleeting, my friends.","Cóż. Dobytek jest ulotny, przyjaciele."
Conversation/PointerCrackedTape/Section ds7,I haven't seen that tape for long time...,Nie widziałem tej taśmy od dawna...
Conversation/PointerCrackedTape/Section ds8,Who broke it?,Kto ją zbił?
Conversation/PointerCrackedTape/Section ds9,No idea.,Nie mam pojęcia.
Conversation/PointerCrumpledPetals/Section ds7,"Well now, that is most definitely none of my business.","Otóż to, absolutnie nie moja sprawa."
Conversation/PointerCrumpledPetals/Section ds9,"Quite possibly none of yours, either.",Zapewne również nie wasza.
Conversation/PointerDamagedTape/Section ds7,-isn't the process of decay fascinating?,-czyż proces rozkładu nie jest fascynujący?
Conversation/PointerDamagedTape/Section ds8,"It's not really decaying.
It's plastic.","Tak naprawdę to się nie rozkłada.
To plastik."
Conversation/PointerDamagedTape/Section ds9,"...it's becoming one with nature, all the same.",...i tak staje się jednym z naturą.
Conversation/PointerFelix/Section ds13,"Among other things - but yes, he currently has agency over a small fortune.","Między innymi - ale tak, obecnie zarządza niemałą fortuną."
Conversation/PointerFelix/Section ds14,...,...
Conversation/PointerFelix/Section ds2,He should learn to make the most of his lot in life.,Powinien nauczyć się czerpać jak najwięcej ze swego losu.
Conversation/PointerFelix/Section ds3,"And he does have a lot.
-in life.","A ma go sporo.
-losu, znaczy."
Conversation/PointerFelix/Section ds4,You're talking about money?,Mówi pan o pieniądzach?
Conversation/PointerFelix/Section ds6,"That is, if he hasn't already [h]squandered[/h] it. Or [h]lost[/h] it.",O ile już jej nie [h]roztrwonił.[/h] Albo nie [h]zgubił.[/h]
Conversation/PointerFelix/Section ds7,You two don't get on?,Nie dogadujecie się?
Conversation/PointerFelix/Section ds8,"Oh, no, we're the [h]best[/h] of friends.","Ależ skąd, jesteśmy [h]najlepszymi[/h] przyjaciółmi."
Conversation/PointerFelixsModels/Section ds13,I see he's afforded himself considerable artistic license...,"Widzę, że pozwolił sobie na sporą swobodę artystyczną..."
Conversation/PointerFelixsModels/Section ds7,[h]!![/h],[h]!![/h]
Conversation/PointerFelixsModels/Section ds8,"This is supposed to be Felix, is it?","To ma być Felix, tak?"
Conversation/PointerFelixsModels/Section ds9,I think so.,Tak sądzę.
Conversation/PointerFifi/Section ds11,You sound jealous...,Brzmi pan jak zazdrosny...
Conversation/PointerFifi/Section ds12,Wait - are you two science rivals?,"Chwila - jesteście naukowymi rywalami, wy dwoje?"
Conversation/PointerFifi/Section ds13,"[h]Dangerously[/h] intelligent,
that one.","[h]Niebezpiecznie[/h] inteligentna,
ta jedna."
Conversation/PointerFifi/Section ds2,"Ah yes.
The [h]heiress[/h] of Tangle Tower!","A tak.
[h]Dziedziczka[/h] Tangle Tower!"
Conversation/PointerFifi/Section ds3,Goodness knows what'll happen when [h]she[/h] takes charge.,"Bóg jeden wie, co się stanie, gdy [h]ona[/h] przejmie stery."
Conversation/PointerFifi/Section ds4,I daresay she'll confiscate my telescope and replace it with a microscope!,"Śmiem twierdzić, że skonfiskuje mój teleskop i zastąpi go mikroskopem!"
Conversation/PointerFifi/Section ds5,"Still... keep an eye on her.
","Mimo to... miejcie ją na oku.
"
Conversation/PointerFifi/Section ds6,"Oh no, we operate on very different wavelengths.","Ależ nie, działamy na zupełnie innych falach."
Conversation/PointerFifi/Section ds7,-literally!,-dosłownie!
Conversation/PointerFifi/Section ds9,She doesn't seem to be the type to impress her will on others.,"Nie wydaje mi się, by była typem osoby narzucającej innym swoją wolę."
Conversation/PointerFitz/Section ds11,"Her relationship with Flint was, ah - it was [h]shortlived.[/h]","Jej związek z Flintem był, ach - był [h]krótkotrwały.[/h]"
Conversation/PointerFitz/Section ds13,"Emily?
I've not met her. She never actually married into the Fellow family.","Emily?
Nie poznałem jej. Nigdy tak naprawdę nie wżeniła się w rodzinę Fellow."
Conversation/PointerFitz/Section ds2,"What do you want me to say?
He's the gardener.","Co mam powiedzieć?
Jest ogrodnikiem."
Conversation/PointerFitz/Section ds3,He's a member of the family!,Jest członkiem rodziny!
Conversation/PointerFitz/Section ds4,"Yeah, but not the [h]Pointer[/h] family.","Tak, ale nie rodziny [h]Pointerów.[/h]"
Conversation/PointerFitz/Section ds5,......,......
Conversation/PointerFitz/Section ds6,"What happened to his parents, do you know?","Co się stało z jego rodzicami, wiecie może?"
Conversation/PointerFitz/Section ds7,"His father Flint, is Felix's brother. Strange man.","Jego ojciec, Flint, jest bratem Felixa. Dziwny człowiek."
Conversation/PointerFitz/Section ds8,What about his mother?,A co z jego matką?
Conversation/PointerFitz/Section ds9,Don't think anybody knows what happened to him... but he certainly doesn't live [h]here[/h] anymore.,"Nie sądzę, by ktokolwiek wiedział, co się z nim stało... ale z pewnością już [h]tu[/h] nie mieszka."
Conversation/PointerFlora/Section ds10,She's always been troubled. Comes from a dysfunctional family.,Zawsze była udręczona. Pochodzi z dysfunkcyjnej rodziny.
Conversation/PointerFlora/Section ds2,"A listless soul, drifting through the aether...","Bezwolna dusza, dryfująca przez eter..."
Conversation/PointerFlora/Section ds5,What's wrong with her?,Co jej dolega?
Conversation/PointerFlora/Section ds6,Not sure.,Nie jestem pewien.
Conversation/PointerFlora/Section ds7,"I'd say you could ask [h]her[/h] about it, but uh-","Powiedziałbym, że możecie zapytać [h]ją[/h] o to, ale yy-"
Conversation/PointerFlora/Section ds8,I think you might find that to be a bit of a [h]dead end.[/h],"Sądzę, że okaże się to być nieco [h]ślepym zaułkiem.[/h]"
Conversation/PointerFlorasDrawings/Section ds10,Where [h]is[/h] that bird of Flora's? ,Gdzie [h]jest[/h] ten ptak Flory? 
Conversation/PointerFlorasDrawings/Section ds11,It's been a while since I've seen it.,"Minęło trochę czasu, odkąd go widziałem."
Conversation/PointerFlorasDrawings/Section ds12,"Yes, very nice.","Tak, bardzo ładne."
Conversation/PointerFlorasDrawings/Section ds13,...,...
Conversation/PointerFlorasDrawings/Section ds14,...,...
Conversation/PointerFourFeathers/Section ds7,I think you may wish to adjust your threshold of what you consider to be a clue...,"Sądzę, że dobrze byście zrobili, dostosowując swój próg tego, co uważacie za trop..."
Conversation/PointerFourFeathers/Section ds8,...,...
Conversation/PointerFreya/Section ds21,Nobody could deny her talent.,Nikt nie mógłby zaprzeczyć jej talentowi.
Conversation/PointerFreya/Section ds22,She was remarkable...,Była niezwykła...
Conversation/PointerFreya/Section ds25,Was she ever interested in astronomy?,Czy kiedykolwiek interesowała się astronomią?
Conversation/PointerFreya/Section ds26,"I don't think she was.
The fault may well lie with me, for failing to inspire her...","Nie sądzę.
Może to i moja wina, że nie zdołałem jej zainspirować..."
Conversation/PointerFreya/Section ds28,But I think she was captivated by more [h]tangible[/h] things here on Earth.,"Ale myślę, że urzekały ją bardziej [h]namacalne[/h] rzeczy tu, na Ziemi."
Conversation/PointerFreya/Section ds30,"My daughter loved her.
Fiona, too.","Moja córka ją uwielbiała.
Fiona też."
Conversation/PointerFreya/Section ds32,That said... in the last year or so - more and more I begun to notice her by herself.,To rzekłszy... w ostatnim roku czy około tego - zauważałem ją coraz częściej samą.
Conversation/PointerFreya/Section ds33,Wandering the gardens at the most peculiar hours...,Wędrującą po ogrodach o najbardziej osobliwych porach...
Conversation/PointerFreya/Section ds34,She must have explored every inch of the grounds a hundred times over.,Musiała eksplorować każdy zakątek posiadłości setki razy.
Conversation/PointerFreya/Section ds35,"Quite a [h]restless spirit[/h], I think.","Całkiem [h]niespokojny duch[/h], jak sądzę."
Conversation/PointerFreya/Section ds36,I'm surprised she chose to live at Tangle Tower as long as she did.,"Dziwi mnie, że zdecydowała się mieszkać w Tangle Tower tak długo, jak to robiła."
Conversation/PointerFreya/Section ds47,"Those two things [h]aren't[/h] mutually exclusive, you know.","Te dwie rzeczy [h]nie[/h] wykluczają się wzajemnie, wiecie."
Conversation/PointerFreya/Section ds49,...,...
Conversation/PointerFreya/Section ds50,"-artistically gifted, but also [h]highly[/h] intelligent.","-artystycznie uzdolniona, ale też [h]wysoce[/h] inteligentna."
Conversation/PointerFreyasDrawings/Section ds11,She must have drawn that one of Hawkshaw rather recently.,Musiała narysować ten z Hawkshaw dość niedawno.
Conversation/PointerFreyasDrawings/Section ds13,I guess...,Chyba tak...
Conversation/PointerFreyasDrawings/Section ds14,These were drawn by Freya...?,To narysowała Freya...?
Conversation/PointerFreyasPaints/Section ds7,-is this... important?,-czy to... ważne?
Conversation/PointerFreyasPaints/Section ds8,Possibly.,Możliwe.
Conversation/PointerGoldenBeetle/Section ds12,"I can't help you, I'm afraid.","Obawiam się, że nie mogę wam pomóc."
Conversation/PointerGoldenBeetle/Section ds13,I think it must be something left behind by a previous inhabitant of Tangle Tower.,"Sądzę, że to musi być coś pozostawionego przez poprzedniego mieszkańca Tangle Tower."
Conversation/PointerGoldenBeetle/Section ds14,"I'm not the first scientist to ever walk these halls, you know.","Nie jestem pierwszym naukowcem, który stąpał po tych korytarzach, wiecie."
Conversation/PointerGoldenBeetle/Section ds15,"Well it wasn't in the [h]halls.[/h]
It was in your astronomy tower.","Cóż, nie było to w [h]korytarzach.[/h]
Było w pańskiej wieży astronomicznej."
Conversation/PointerGoldenBeetle/Section ds16,...,...
Conversation/PointerGoldenBeetle/Section ds7,So... we found some research.,A więc... znaleźliśmy pewne badania.
Conversation/PointerGoldenBeetle/Section ds8,What's up with this golden beetle? -is this something you're studying?,"O co chodzi z tym złotym żukiem - czy to coś, co pan bada?"
Conversation/PointerGoldenBeetle/Section ds9,...,...
Conversation/PointerGramaphone/Section ds10,Typical.,Typowe.
Conversation/PointerGramaphone/Section ds7,Mmm.,Mmm.
Conversation/PointerGramaphone/Section ds8,"[h]Pointer[/h] property, originally.","[h]Własność[/h] Pointerów, pierwotnie."
Conversation/PointerGramaphone/Section ds9,[h]Purloined[/h] by the Fellows.,[h]Zawłaszczona[/h] przez Fellowów.
Conversation/PointerHarpStatue/Section ds7,"A very old statue, indeed.","Rzeczywiście, bardzo stary posąg."
Conversation/PointerHarpStatue/Section ds8,I'd recommend you leave it well alone. ,Poleciłbym zostawić go w spokoju. 
Conversation/PointerHarpStatue/Section ds9,-the poor fellow's in bad enough shape as it is...,-biedak i tak jest w wystarczająco kiepskim stanie...
Conversation/PointerHawkshaw/Section ds2,"Hard to read, that one...
-but she seems to know what she's doing.","Trudno ją rozczytać, tę jedną...
-ale wygląda, że wie, co robi."
Conversation/PointerHawkshaw/Section ds3,"You know, I simply assumed [h]all[/h] detectives were sharp, rigorous and  thorough.","Wiecie, po prostu zakładałem, że [h]wszyscy[/h] detektywi są bystrzy, skrupulatni i dokładni."
Conversation/PointerHawkshaw/Section ds4,She's kinda mean.,Jest trochę wredna.
Conversation/PointerHawkshaw/Section ds5,"Then of course, I met you.",Potem oczywiście poznałem was.
Conversation/PointerHawkshaw/Section ds6,......,......
Conversation/PointerHornStatue/Section ds10,"...playing a trumpet, yes.","...grającego na trąbce, owszem."
Conversation/PointerHornStatue/Section ds7,"Curious creature, isn't it?","Ciekawe stworzenie, nieprawdaż?"
Conversation/PointerHornStatue/Section ds8,Some sort of amphibious bipedal fish-man.,"Jakiś rodzaj płazowatego, dwunożnego rybo-człowieka."
Conversation/PointerHornStatue/Section ds9,Playing a trumpet.,Grającego na trąbce.
Conversation/PointerIntro/Section ds1,[i]Shh! Listen.[/i],[i]Ciii! Słuchajcie.[/i]
Conversation/PointerIntro/Section ds10,"Mhm.
Could this speck of dust start by telling me his name?","Mhm.
A może ten pyłek kurzu zacznie od podania swojego imienia?"
Conversation/PointerIntro/Section ds11,You find yourself standing in the astronomy tower of one [h]Professor Percival Pointer.[/h],Stoicie w wieży astronomicznej niejakiego [h]profesora Percivala Pointera.[/h]
Conversation/PointerIntro/Section ds12,Seems like this tower belongs to the Pointers... and the other one belongs to the Fellows?,"Wygląda na to, że ta wieża należy do Pointerów... a ta druga do Fellowów?"
Conversation/PointerIntro/Section ds13,"Well observed, my dear!","Świetna obserwacja, moja droga!"
Conversation/PointerIntro/Section ds14,"Tangle Tower is something of a [h]duality,[/h] as it happens.","Tangle Tower jest, jak się składa, swego rodzaju [h]dwoistością.[/h]"
Conversation/PointerIntro/Section ds15,"-Meaningless boundaries, really.",-tak naprawdę bez znaczenia granice.
Conversation/PointerIntro/Section ds16,They exist only in our minds.,Istnieją tylko w naszych umysłach.
Conversation/PointerIntro/Section ds17,Helpful...,Pomocne...
Conversation/PointerIntro/Section ds2,[i]Do you hear them?[/i],[i]Słyszycie je?[/i]
Conversation/PointerIntro/Section ds24,Hm.,Hm.
Conversation/PointerIntro/Section ds3,"[i]The stars...
They're whispering.[/i]","[i]Gwiazdy...
One szepczą.[/i]"
Conversation/PointerIntro/Section ds4,"[i]So quiet.
And yet -[/i]
","[i]Tak cicho.
A jednak -[/i]
"
Conversation/PointerIntro/Section ds5,[i]So loud.[/i],[i]Tak głośno.[/i]
Conversation/PointerIntro/Section ds6,What are they whispering about?,O czym one szepczą?
Conversation/PointerIntro/Section ds7,Are they spreading rumours about us?,Plotkują o nas?
Conversation/PointerIntro/Section ds8,I shouldn't think they concern themselves with such insignificance.,"Nie sądzę, żeby zajmowały się czymś tak nieistotnym."
Conversation/PointerIntro/Section ds9,"We are but specks of dust, you and I...","Jesteśmy jedynie pyłkami kurzu, ty i ja..."
Conversation/PointerLuteStatue/Section ds10,"Whenever [h]I've[/h] seen him, yes.","Ilekroć [h]ja[/h] go widziałem, tak."
Conversation/PointerLuteStatue/Section ds7,I've seen those earmuffs before...,Widziałem już te ochronniki na uszy...
Conversation/PointerLuteStatue/Section ds8,They're the ones Fitz always wears when he's out the front gardening.,"To te, które Fitz zawsze nosi, kiedy pracuje w ogrodzie od frontu."
Conversation/PointerLuteStatue/Section ds9,...[h]always[/h] wears?,...[h]zawsze[/h] nosi?
Conversation/PointerOrnateTrowel/Section ds7,"Oh, you found a murder weapon?","Och, znaleźliście narzędzie zbrodni?"
Conversation/PointerOrnateTrowel/Section ds8,"Steady on. 
It's just a gardening trowel.","Spokojnie. 
To tylko ogrodowa łopatka."
Conversation/PointerOrnateTrowel/Section ds9,Looks like a weapon to me!,Dla mnie wygląda jak broń!
Conversation/PointerPaintedFigurine/Section ds10,"Yes, I suppose it's good for the old fellow to have a hobby.","Tak, sądzę, że dobrze jest, gdy stary druh ma hobby."
Conversation/PointerPaintedFigurine/Section ds11,"Keeps his mind from decaying, you know.","Nie pozwala umysłowi popadać w rozkład, wiecie."
Conversation/PointerPaintedFigurine/Section ds7,This looks a little rushed...,To wygląda na trochę pospieszne...
Conversation/PointerPaintedFigurine/Section ds8,Even by Felix's standards.,Nawet jak na standardy Felixa.
Conversation/PointerPaintedFigurine/Section ds9,At least he tried.,Przynajmniej próbował.
Conversation/PointerPaintedPortrait/Section ds20,Mmm.,Mmm.
Conversation/PointerPaintedPortrait/Section ds21,...I find that painting to be in rather [h]bad taste.[/h],...uważam ten obraz za dość [h]niesmaczny.[/h]
Conversation/PointerPaintedPortrait/Section ds22,Oh yeah?,Tak pan sądzi?
Conversation/PointerPaintedPortrait/Section ds23,"The knife?
With real blood on it?","Nóż?
Z prawdziwą krwią na nim?"
Conversation/PointerPaintedPortrait/Section ds24,The whole [h]thing[/h] is rather vulgar.,Cała ta [h]rzecz[/h] jest dość wulgarna.
Conversation/PointerPaintingTools/Section ds11,"After all, it was found at the scene - right next to Freya's body.",W końcu znaleziono go na miejscu zbrodni - tuż obok ciała Freyi.
Conversation/PointerPaintingTools/Section ds8,Here's a thought - do you suppose the [h]paintbrush[/h] could be the murder weapon?,"Oto myśl - czy sądzicie, że [h]pędzel[/h] mógłby być narzędziem zbrodni?"
Conversation/PointerPaintingTools/Section ds9,I guess it's possible...,Chyba to możliwe...
Conversation/PointerPenny/Section ds10,But she'll depart from the world of the Pointers and join...,Ale odejdzie ze świata Pointerów i dołączy do...
Conversation/PointerPenny/Section ds12,...like rats deserting a sinking ship.,...jak szczury uciekające z tonącego okrętu.
